Sentence,Sentiment
TOI studied the latest audited accounts of the parties and found most to have plenty of cash in hand.,Positive
"The cash in hand and bank balance of UP's ruling Samajwadi Party (SP) was Rs 583 crore as on March 31, 2016.",Neutral
Its main rival BSP has a bank balance of Rs 514 crore.,Positive
"While BSP collected all the funds from 'unknown donors', mostly in cash, SP too received the majority of its donations in cash and from contributors who don't find mention in any record book.",Positive
"The two leading national parties, BJP and Congress, too have, yearafteryear, collected huge monies   the cash in hand and bank balance of BJP was Rs 653 crore and that of Congress Rs 601 crore as on March 31, 2015.",Positive
"BJP and Congress have not filed audited accounts with the Election Commission (EC) for the financial year ending March 31, 2016, much beyond the deadline.",Neutral
"Congress has been reluctant to furnish the audited accounts, and wrote several times to the EC questioning its jurisdiction in implementing such transparency measures.",Neutral
"Far from cleaning their stables, these parties are vigorously fighting it out in court to retain the right to receive contributions from unknown donors and claim tax exemptions too.",Neutral
"When Congress was detected with Rs 25 crore in unaccounted for money, an income made in 199495 for which it failed to explain the source to income tax authorities, the tax authorities withdrew its exemption.",Negative
"The party then moved the Delhi high court and, after receiving an adverse judgment, moved the Supreme Court against it.",Positive
"The CPM too has a large bank balance of Rs 286 crore (as on March 31, 2016), and continues to collect cash.",Positive
"According to an expenditure statement submitted by the party to the EC on July 3, its gross receipts during the assembly polls in West Bengal and Kerala (MarchMay 2016) were Rs 60 crore   almost 57% of this, or Rs 34 crore, was collected in cash.",Neutral
But more than 68% of the party's total expenditure of Rs 32 crore was by way of cheque.,Positive
"According to an analysis by the Association for Democratic Reforms , an NGO working for electoral reforms, more than 60% of the total income of parties in 201415 was from unknown sources and in cash.",Positive
"These parties have also refused to furnish any details to the IT department as to who contributed this amount, merely putting them under the heads of ""sale of coupons, relief fund, miscellaneous income, voluntary contributions and donations received during morchas"".",Negative
The source of about 50% of donations received by BJP (Rs 434 crore) in 201415 remains unknown.,Neutral
"In case of CPM, only 6% of Rs 59 crore came from known sources.",Neutral
"Rest of the donors are unknown and the party has not furnished any details, the ADR report said for accounts and IT returns it analysed till 2015.",Neutral
"In case of Congress, the unknown donors were to the tune of 38% of the total contributions.",Neutral
"Arun Jaitley: Not all scrapped currency will be remonetised, hints Arun Jaitley    Dec 17, 2016, 02.",Neutral
"58 PM     digital currency +
 
 scrapping of old 500 and 1,000 rupee notes +
 
 Reserve Bank +
 
 NEW DELHI: Finance minister Arun Jaitley today hinted that not all of the Rs 15.",Neutral
44 lakh crore worth of currency junked will be remonetised through issuance of new notes as he saidwill fill the gap.,Positive
"Calling theas ""a courageous step"", he said the government could do it as India today has the capacity to take such decisions and experiment boldly.",Positive
"The move will create a new Indian normal as the one that existed for the past seven decades is ""unacceptable"", he said, adding that demonetisation will help rid the economy of high cash circulation that had led to tax evasion, black money and currency being used for crime.",Neutral
"""One of the efforts of this exercise has to be that even though a reduced cash currency could remain, our conscious effort.",Neutral
"(is) to supplement the rest with a digital currency,"" he said while addressing annual general meeting of industry chamber FICCI here.",Neutral
"As many as 17,165 million pieces of Rs 500 denomination and 6,858 million pieces of Rs 1,000 banknotes were in circulation on November 8 when the government made the surprise announcement.",Positive
"Jaitley further said: ""The whole process of remonetisation is not going to take very long time and I'm sure very soon theby injecting currency daily into the banking and postal system will be able to complete that.",Positive
"""Also, the push to use the digital mode to make payments has been gaining ground.",Neutral
"""The manner it has taken place in the last five weeks is indeed commendable.",Neutral
"Only a section of Parliament seems unaware of what is happening,"" he said.",Neutral
"Once the remonetisation process is complete, it will mark ""the creation of a new Indian normal because the normal that existed for 70 years is an unacceptable normal,"" he added.",Positive
"""The 70year normal had become a way of life for almost every Indian.",Positive
"It was not merely a fact that you had a lot more cash currency, far larger cash currency as part of your GDP.",Positive
the economic and social consequences of that are extremely adverse.,Neutral
"""He made a point that dealing in that cash currency had led to a lot of aberrations in terms of tax noncompliance, currency being used for collateral purposes like crime, escaping the tax net and not getting into the banking system.",Neutral
"9 lakh crore back, Centre s estimates may go for a toss    Dec 4, 2016, 09.",Neutral
"18 AM     deadline to deposit invalidated 500 and 1,000 rupee notes +
 
 Modi referred to the widespread ""renting"" of Jan Dhan accounts +
 
 Restrictions on withdrawals from Jan Dhan accounts +
 
 shifted his rhetorical gears at his Moradabad rally +
 
 NEW DELHI: With over three weeks to go for the, deposits in the scrapped currency continue to swell, straining the Centre's estimate of how much of the illegal tender might not come back into the system.",Neutral
Government data shows deposits in two high denomination notes by Saturday evening had totalled Rs 9.,Positive
"The imposing figure, shared by sources on condition of anonymity, challenges the Centre's estimate that demonetisation might flush out about Rs 3 lakh crore in black money that may never come back.",Neutral
"With more cash sure to flow in before December 30 when the window closes, this figure might shrink.",Positive
Sources said the government expected at least 10% of the Rs 14.,Negative
6 lakh crore to disappear for good: a prospect which would have reduced the RBI's liability and it could have passed on the money thus saved as dividend to the government.,Positive
"Sources feel the endless stream of deposits illustrate that those with illegal hordes have been able to find ways to convert ""black"" into deposits.",Neutral
"Preliminary investigation has thrown up the curious pattern of a massive number of deposits of Rs 49,000, the threshold to avoid furnishing PAN number needed for deposits of Rs 50,000 and above.",Neutral
"The Centre is aware of laundering on ""industrial scale"", and has responded by tweaking regulations   the biggest example being the changes in the Income Tax Act to provide for stiff penalty and tax on undeclared amounts now surfacing in accounts.",Neutral
is another example of what an official called improvisation triggered by the ingenuity of money launderers.,Neutral
"""This is a typical catandmouse game; regulatory dialectics, if you will, which is playing out, with the Centre trying to keep ahead of those trying to game the system,"" said an official who referred to numerous instances where employers, including educational institutions and hospitals, put money into accounts of employees and have taken postdated cheques as security.",Negative
"Sources said a substantial amount of black money will still be flushed out and this, coupled with what is expected to be realised by higher tax and penalty on undeclared cash, will help the Centre justify demonetisation.",Neutral
"In fact, the Centre has already been shifting the focus from the destruction of black money to the amount the ""corrupt"" have been forced to part with.",Negative
"Modi, who in his speeches in the immediate wake of demonetisation talked about notes flowing in Ganga,on Saturday when he spoke about the ""endless flow"" of money.",Negative
"Of course, his emphasis was on the ""transfer of wealth"" from the ""corrupt"" to the poor which came with his controversial advice to those with Jan Dhan accounts to hold on to what has been deposited in their accounts: a pitch that cast him as the architect of expropriation of a kind usually approved by Marxists.",Neutral
"NEW DELHI: Congress vicepresident Rahul Gandhi on Wednesdayof helpingwith the amendment to the income tax law, saying half of the unaccounted cash would now be returned to them.",Neutral
"The government has given 50 per cent of the black money back to hoarders again, he said outside Parliament.",Neutral
"The Taxation Laws (2nd Amendment)on Tuesday, providing a window to legalise black money after paying tax on the amount postdemonetisation.",Neutral
"As per the Bill, those who disclose black money to banks will have to, including surcharge and penalty.",Negative
"Asked about the walkout by the opposition MPs in the Lok Sabha, Rahul said, ""There is a practice in Parliament that whenever someone dies we respect them.",Neutral
This is for the first time that there was no such obituary offered for those soldiers who had died (in Nagrota attack).,Positive
So the Opposition walked out.,Neutral
"""Opposition members walked out of the Lok Sabha as their demand for an obituary reference on the soldiers who died in the terror attack on army camp in Jammu was rejected by the Speaker on the grounds that final details were yet to emerge.",Neutral
"Countering Rahul's charges, information and broadcasting minister M Venkaiah Naidu said, ""It is unfortunate that Congress is doing politics over the issue involving defence of the country.",Negative
"""""The Speaker informed that combing operations are underway in Nagrota.",Neutral
"Once operations are over, tribute will be paid in the House to the soldiers,"" he said.",Neutral
"Taking on Congress, Naidu said, ""People of the nation hate such small politics.",Negative
Congress party walked out during question hour and then came back.,Neutral
Congress neither wants any discussion nor wants House to function as they are scared of being exposed.,Positive
It's an insult to Nagrota martyrs.,Neutral
"""
 NEW DELHI: The Supreme Court on Friday fired a series of sharp and critical questions about demonetisation at the Centre, asking if it had a plan at all or took a decision ""just like that"" when it scrapped Rs 500 and Rs 1,000 notes on November 8.",Neutral
"Responding to attorney general Mukul Rohatgi's submission that the Centre's expectation that scrapped currency worth Rs 1011 lakh crore would come back had been exceeded, the court caustically asked, ""Can you put what you had estimated when you took the decision to scrap Rs 500 and Rs 1,000 notes?",Positive
Did you make any estimation at all?,Neutral
"Or, did you take the decision just like that?",Neutral
"If you had thought notes worth Rs 10 lakh crore would come back to the banks, did you take steps to urgently put in that much ofback in circulation?",Positive
Can you produce the Cabinet note before the decision was taken?,Neutral
"""Thesaid deposits of old notes had touched Rs 12 lakh crore till date but resisted the SC's attempts to tweak the withdrawal limit to provide relief for harassed citizens by asking, ""Can you tinker with fiscal policy?",Neutral
"""The bench persisted and asked the Centre to revert by Wednesday whether it intends to rework a cash withdrawal limit to make it possible for banks to honour it and not ask citizens to downsize their demand citing insufficient cash.",Neutral
"The court's remarks came in the context of submissions that banks were rationing cash and not honouring the Rs 24,000 withdrawal limit.",Neutral
The court also asked if the government would permit cooperative banks to receive deposits under stringent guidelines in response to pleas that this was essential to meet the needs of the farm sector.,Neutral
The SC further sought the Centre's response whether it supported sending the petitions challenging demonetisation to a fivejudge bench as demanded by former minister and senior lawyer Kapil Sibal.,Positive
"Rohatgi told a bench of Chief Justice T S Thakur and Justices A M Khanwilkar and D Y Chandrachud, ""We had initially expected Rs 500 and Rs 1,000 notes worth Rs 1011 lakh crore to be deposited back in banks.",Neutral
It has exceeded our expectation.,Neutral
80% of the scrapped notes have come back.,Neutral
We expect one or two more crores to trickle in by December 31.,Positive
"""Rohatgi pushed back and articulated the Centre's apprehension over the judiciary scrutinising fiscal policy and attempting to tweak it.",Neutral
"""There is serious reservation about maintainability of these PILs filed by advocates and cooperative banks against demonetisation.",Negative
Can the SC decide fiscal policy of a government?,Neutral
Can it dictate what should be done and what should not be?,Neutral
"""The judiciary has stepped into the realm of fiscal policy.",Neutral
Can the court decide what should be the government's fiscal policy?,Neutral
The situation is getting better and it will normalise after December 31.,Positive
Which farmer or poor person has come to the court asking for relief or complaining about nonavailability of cash?,Negative
Most of the PILs are filed by lawyers and cooperative banks.,Positive
"Do lawyers represent the people?""
the AG asked.",Neutral
Former finance minister and senior advocate P Chidambaram claimed the government did not have a correct estimate of what would return to the banks.,Neutral
"He said that as of November 1, there were Rs 15.",Neutral
"44 lakh crore worth of Rs 500 and Rs 1,000 notes.",Positive
"""The government had no proper estimate of what would come back to banks postdemonetisation.",Neutral
It has put new currency notes worth Rs 3 lakh crore into the system.,Positive
"As a result, there is a severe cash crunch and people still have to stand for hours before banks and ATMs.",Neutral
"Yet, there is no guarantee that they will get money,"" he said.",Neutral
"Fully cashless economy not possible in India, says MoS for finance    Dec 17, 2016, 10.",Neutral
"35 PM     BAREILLY: At a time when the Centre is promoting cashless transactions with rewards and incentives, Union minister of state for finance Santosh Kumar Gangwar on Saturday admitted that it was not possible for India to become a fully cashless economy ""We understand that a fully cashless economy is not possible in our country.",Neutral
"The more number of people opting for cashless transactions, the more it is beneficial for the country.",Positive
"We believe that even if 1520% of the population starts doing cashless transactions, it will be a positive step for us,"" said Gangwar while talking to TOI at his home on Saturday.",Positive
"""There are more than 100 crore mobile phones in the country and people are trying to learn its use for cashless transactions,"" he added.",Positive
"For encouraging digital mode of transactions in the country, National Institute for Transforming India (NITI) Aayog, the government's policy thinktank, on Thursday had announced a lottery with daily, weekly and mega awards for consumers and merchants.",Neutral
The awards will be offered through two schemes  the Lucky Grahak Yojana for consumers and Digidhan Vyapar Yojana for merchants at an estimated cost of Rs 340 crore.,Positive
The first lucky draw will be on December 25 and it has been termed as a 'Christmas gift'.,Positive
"The mega lucky draw would be on April 14, the birth anniversary of B R Ambedkar.",Positive
"Reiterating that demonetization is a historical decision taken against black money, Gangwar said, ""As we are taking back currency worth Rs 16 lakh crore, it is natural that some problem will crop up.",Neutral
It is true that only half of the total currency has been introduced in the market but people are still supporting the government.,Neutral
Prime Minister Narendra Modi had sought time for 50 days to streamline things.,Neutral
I visited a few places and found that queues outside banks and ATMs have become shorter.,Neutral
Changes will be visible soon.,Neutral
"""
 NEW DELHI: Accusing the government of ""experimenting on us, to try and prove itself correct"", Robert Vadra , soninlaw of Congress chief Sonia Gandhi, today slammed the Centre for, and worse, for constantly changing the rules.",Neutral
"Vadra's comments came a day after the RBI, in yet another rule change since November 8, said that people can nowand do that only once until December 30.",Neutral
"Further, the RBI said that those depositing more than Rs 5,000 in scrapped currency notes will be scrutinised and questioned.",Positive
"All this, despite the Centre initially  when announcing demonetisation on November 8  allowing the deposit of old notes totaling any amount, until December 30.",Neutral
"""For how long & how much more will the Government experiment on us, to try & prove itself correct?",Positive
"Now, deposits of more than Rs  5,000 of demonetised currency note, will be allowed only once, till December 30 & that too with an explanation,"" Vadra asked in a Facebook post.",Positive
"Yesterday the RBI said that anyone depositing above Rs 5,000 will be questioned ""on record, in the presence of at least two officials of the bank, as to why this could not be deposited earlier"" and only after a ""satisfactory explanation"" will the money be deposited.",Neutral
"For Vadra, this move smacks of excess.",Neutral
"""It (the government) has turned financial institutes (in)to interrogation offices.",Neutral
Sad to see people suffering due to whims & fancies of the govt.,Negative
"I feel for the people and their difficulties they have n are facing,"" Vadra said referring to the move to ""question"" people about deposits higher than Rs 5,000.",Positive
"The Congress and most opposition parties have also come out against the note ban Last week, Vadra's brotherinlaw and Congress vice president Rahul Gandhi said demonetisation wasn't a 'surgical strike' on black money  as the government has claimed  it was a 'firebombing' on Indians, the overwhelming majority of whom are honest.",Positive
"Narendra Modi got up on November 8 and announced that the money which is in your pocket has now turned into mere paper,"" Rahul Gandhi said at a rally in Fatorda.",Negative
"""This not a surgical strike on black money but it isof India.",Negative
"""Rahul said demonetisation was akin to 200300 aircraft ""firebombing"" cities during World War II, destroying them completely within 25 minutes.",Neutral
"""The impact of firebombing was far worse than the atom bomb.",Negative
"Narendra Modi has done similar firebombing through demonetisation and burnt entire India,"" he said.",Neutral
"Currency crisis: Let people use old notes for necessities, says Supreme Court    Dec 16, 2016, 01.",Neutral
31 AM     NEW DELHI: The Supreme Court questioned the Centre on Thursday on the way it had handled the aftermath of demonetisation and asked why there was unequal distribution of new currency notes among people.,Positive
"Indirectly pointing towards recent raids in which people were caught with stash of new notes, a bench of Chief Justice T S Thakur and Justices A M Khanwilkar and D Y Chandrachud said that demonetisation had resulted in a ""problem of extreme"", with a few people managing to get plenty of notes while others struggled to get a single one.",Neutral
The court was also of the view that scrapped currency notes should be allowed to be used by people to access basic necessities of life.,Neutral
It said the old notes should be accepted in government hospital so that people could avail medical facilities.,Neutral
"""What is your apprehension if government hospitals are allowed to accept scrapped notes?",Neutral
"Why should people suffer if you are not able to supply new notes to them?""
the bench asked and reserved its order.",Neutral
Attorney general Mukul Rohatgi said that the inconvenience faced by people would soon be over and the court should not pass an interim order for use of scrapped currency.,Neutral
"He said that the government had decided that Rs 8,000 crore which was collected by district cooperative banks between November 11 and 14 would be accepted by RBI, and banks could exchange the scrapped notes.",Neutral
The AG said black money and unaccounted cash would come back into circulation if the court allowed use of scrapped notes.,Neutral
He said huge sums of black money were converted into white when scrapped notes were allowed at petrol pumps and for railway reservation and there were chances that it would be repeated.,Neutral
Rohatgi said that the government had taken a bold decision which no other dispensation took during the last 70 years and the situation would soon become normal.,Positive
"""We have only 14 days left.",Neutral
The idea behind demonetisation was to root out black money and the government has been able to achieve its target.,Neutral
This country is witnessing a revolution.,Neutral
No other government dared to do so earlier.,Neutral
"The government has taken a decision and its answerable to Parliament,"" he said.",Neutral
"The bench, however, drew the AG's attention to the problems faced by common people and indicated that it may pass an interim order to reduce their inconvenience.",Negative
"The court asked how huge amounts in new notes were recovered from bank officials and asked the AG about the government policy on supplying new currency notes to different bank branches
 NEW DELHI: Prime Minister Narendra Modi today again took aim at demonetisation's critics saying that he is ""fighting not just "" kaala Dhan "" (black money) but also ""kaala mann"" (black heart).",Neutral
"""You not only made me the Prime Minister (of India) but also the watchman and now some people are not comfortable that I am doing my job"", PM Modi said in an address at the BJP's Parivartan rally in Dehradun .",Neutral
"He was referring to opposition parties' leaders, many of whom are highly critical of the PM's snap decision Novembe 8 to scrap highvalue currency notes.",Positive
Modi added that it is the honest people who are determined to fight corruption and therefore put up with the shortterm problems of demonetisation.,Positive
"""""Most people are for honesty and they are being trampled.",Positive
"We have waged this war to empower those who are being trampled"", the PM said.",Neutral
"""Corruption has destroyed the country, which was once called a 'sone ki chidiya' (very prosperous).",Positive
"If the country is to progress, this plunder has to stop, corruption has to stop.",Neutral
"Despite facing lot of problems, the nation came forward to fight against corruption,"" the Prime Minister said.",Neutral
"The Prime Minister also said that scrapping Rs 500 and Rs 1,000 notes has hit funders of terrorism, drug runners, fake currency smugglers and human traffickers.",Negative
"""With just one move on November 8, the worlds of terrorism, drug mafia, human trafficking and fake note smuggling were destroyed,"" Modi said.",Negative
"""We promised that the corrupt will be punished and now this is happening.",Negative
"This is a Safai Abhiyaan and people of India have helped me,"" he said.",Neutral
"In a veiled attack on the Gandhi family and the Congress over the(OROP) issue, PM Modi said previous governments didn't care about soldiers.",Negative
"""My Army jawans (soldiers) were demanding OROP for the last 40 years, the party that ruled the country then never thought of their demands.",Neutral
"In reality, the budget for OROP is over Rs 10,000 crore.",Neutral
Why did they (Congress) betray the Jawans?,Neutral
I salute my Army jawans.,Neutral
"Rs 6600 crore have already been disbursed under OROP and rest will also be disbursed at the earliest,"" PM Modi said.",Neutral
"Earlier in the day, PM Modi also laid the foundation stone of the 900kmlong Char Dham Highway Development Programme in Dehradun, which will be built with an investment of Rs 12,000 crore.",Neutral
"""I assure you that whenever you will come for Kedarnath, Badrinath yatra, you will remember this government like Shravan is remembered,"" PM said while dedicating the Char Dham project to the victims of the 2013 flash floods in Uttarakhand
 




ATMs closer to preNov 8 cash position    Jan 17, 2017, 02.",Neutral
"54 AM     NEW DELHI: Demonetisation seems to have changed the way consumers withdraw money from ATMs, straining the cash dispensing machines at a time when they are yet to start getting their full quota of cash.",Positive
Industry sources said that compared to predemonetisation days when there were an average 125 withdrawals from each of the nearly 2.,Neutral
"2 lakh ATMs, the number has gone up as account holders are using multiple debit cards to stash money at home.",Neutral
"This is despite the government raising the withdrawal limit to Rs 4,500 a day (and to Rs 10,000 now).",Neutral
"The average withdrawal amount at one go was around Rs 3,500 before Prime Minister Narendra Modi 's decision to do away with old Rs 500 and Rs 1,000 notes.",Neutral
"""With the withdrawal limits rising, account holders are now preferring to go to ATMs instead of going to bank branches where the formalities are more.",Positive
"Things are slowly returning to normal as more cash is coming into the system,"" said a source.",Positive
"Estimates suggest that around Rs 7,000 crore is now flowing into ATMs every day, compared to over Rs 8,000 crore in predemonetisation days.",Neutral
"At the peak of the cash crunch  when there were long queues outside branches and ATMs  banks were making just around Rs 2,000 crore available for dispensing through the cash vending machines.",Positive
"Sources said that in predemonetisation days, cash logistics firms would typically refill around 1.",Negative
25 lakh ATMs every day (although the busy ones required more than one refill daily) and the number now is between 1.,Positive
"""Until the middle of December, 2025% of the ATMs were working.",Neutral
"But a month down the line, things are inching towards normalcy in terms of refilling,"" an industry source said.",Negative
"With more money being printed at the currency presses, the situation has certainly eased.",Positive
"Estimates suggest that around Rs 9 lakh crore has been pumped into the system through new Rs 500 and Rs 2,000 notes, and Rs 11.",Positive
25 lakh crore was available with currency chests across the country.,Positive
44 lakh crore had been sucked out of the system through demonetisation and the estimates suggest that close to 60% of the cash is back in the system.,Neutral
"As a result, demand still outstrips supply, resulting in several bank customers not getting their full entitlement of Rs 24,000 a week.monetisation +
 
 BENGALURU/CHENNAI: Bulk seizures of new currency rose on Saturday with four more incidents being reported including one in which the Income Tax (IT) department recoveredtiles of a hawala dealer in Chitradurga district in Karnataka.",Positive
"was also made by the IT department, adding to the biggest haul of cash and gold post, in which over Rs 142 crore unaccounted assets have been recovered in tax operations so far in Chennai.",Neutral
"In another incident, CBI recovered Rs 65 lakh of new currency in 2000 denomination from the Senior Superintendent of Post Offices, Hyderabad in connection with its probe in the note exchange racket.",Positive
"Another seizure of Rs 82 lakh, including Rs 71 lakh in new Rs 2,000 currency, was made at Kothur near Hyderabad.",Positive
"The cash was seized during vehicle checking at Kothur on Friday, the cops said.",Neutral
"Two persons, allegedly involved in exchange of money on a commission basis, were also nabbed by the police.",Neutral
"Officials while giving details of the incident in Karnataka said the IT department seized the alleged undisclosed assets, as part of its raids against black money hoarders postdemonetisation, from the residence of the said hawala operator who is yet to be identified.",Negative
"The Challakere town, about 40 km from district headquarters of Chitradurga, is popularly known as the 'oil city' due to number of edible oil mills being present there.",Positive
"Officials said the taxman raided the premises based on intelligence inputs about the presence of huge cash and the sleuths were startled to find a cleverlyhidden stainless steel safe, above the wash basin, inside the tiled walls of the bathroom.",Positive
The cash stash of Rs 5.,Neutral
"7 crore, all in new Rs 2,000 notes, 28 kg of bullion (gold biscuits), 4 kg of other gold and jewellery was stuffed inside this bathroom safe, which was kept sanitised against termites using hundreds of mothballs.",Positive
The assets were recovered after the department's investigation wing in Panaji on Friday began searches against casino and bullion traders in Hubballi and Chitradurga districts.,Neutral
"A good number of documents and another Rs 90 lakh cash (Rs 100/20 notes) have been seized after the searches on the said hawala dealer, they said.",Positive
"""The searches in this case are still going on at various places and the valuation of the bullion and jewellery is being conducted,"" they said.",Neutral
"Regarding the incident in Tamil Nadu, Officials said the fresh seizure of new currency, in Rs 2000 notes, was made by the sleuths from a car in Vellore on the insistence of the accused presently being interrogated in the case.",Positive
"With this amount, the total seizure in the case has now gone upto Rs 166 crore in a single case.",Neutral
"The department had seized Rs 142 crore undisclosed assets  that includes about Rs 10 crore in new notes and gold bars weighing 127 kg  during searches at multiple locations in Chennai, for the last two days, to check tax evasion.",Neutral
"This largest seizure of new currency notes after the old Rs 500/1,000 notes were scrapped on November 8, took place after raids were launched on Thursday on eight premises of a group engaged in sand mining in Tamil Nadu.",Positive
"In a statement, the CBI said K Sudheer Babu, the Senior Superintendent of Post Offices, had kept the amount of Rs 65 lakh as his commission for allegedly exchanging over Rs 3.",Neutral
75 crore of old currency with the new one.,Positive
"""The money seized was the commission of K Sudheer Babu, as he kept it aside as his share, out of Rs 3.",Neutral
"75 crore, which he misappropriated by fraudulently exchanging old currencies for new currencies from the post offices falling under his division.",Positive
So far CBI had seized Rs 92.,Neutral
"68 lakh of new currency in Rs 2000 denomination, in these cases,"" it said.",Positive
"NEW DELHI: PM Narendra Modi defendedon Tuesday and took a sharp dig at Rahul Gandhi , saying thefinally arrived when tremors shook north India on Monday night.",Neutral
"Replying to the debate on the President's address in the Lok Sabha , Modi reminded Congress of Rahul's claim last November that he would make sensational revelations on demonetisation that would cause an earthquake.",Positive
"""But finally the earthquake did come.",Neutral
I was wondering why the quake came when it did.,Neutral
The threat was given a long time ago.,Neutral
"There must be some reason that mother earth was so angry ,"" the PM said.",Negative
Modi also cited Rahul's response to his jibe that.,Neutral
"Rahul had said it stood for, courage, ability and modesty .",Neutral
"""How can someone see sewa or a virtue in a scam?""
the PM asked.",Neutral
"Rahul had claimed that he has evidence of the PM's ""personal corruption"" a reference to diaries and loose papers alleging payoffs to politicians recovered from two corporate offices.",Neutral
The SC has since rejected a plea to treat the papers as evidence and said there was no case for a courtmonitored investigation.,Neutral
"Apart from political attacks that brought the fierce electoral contest in UP to the Lok Sabha, the PM used his speech to offer comparisons with UPA, arguing that his government had implemented Congress's pet schemes more effectively .",Positive
He said the savings accrued by reducing leakages and corruption through the use of the Aadhaar biometric identity system had resulted in thousands of crores being transferred to the poor and needy .,Negative
"He sought to link demonetisation with the unease of the ""rich"", and said, ""I know a lot of big people are feeling uncomfortable.",Neutral
"He also brought up the surgical strike on terror launch pads in POK and said, ""The surgical strike was such a big success and I know it is troubling you (the opposition) but your problem is that you cannot say so in public.",Neutral
"""Modi countered criticism that demonetisation had slowed a growing economy, saying only a strong economy could have taken the shock of the policy designed to weed out black money .",Neutral
The strident defence of demonetisation is significant in the backdrop of Akhilesh Yadav and Rahul making the note ban a key campaign point against BJP in the UP campaign.,Positive
"The government also defended demonetisation in the Rajya Sabha, where HRD minister Prakash Javadekar termed it a move to cleanse India of black money while the opposition accused the Centre of ignoring the woes of the poor and farmers.",Negative
"Javadekar said the party ""which made people stand in queues for over 50 years for even basic things.",Neutral
"NEW DELHI: Two months into the ban on highvalue currency, the once serpentine queues outside banks ""have disappeared"", claimed finance minister Arun Jaitley in a Facebook post today.",Neutral
"As well, the fact that there was no social unrest during this ""inconvenient"" period shows that ""an overwhelmingly large percentage of people have supported the centre's decision"" to take out of circulation Rs 500 and Rs 1,000 notes, the minister added.",Negative
"""It (note ban) is obviously disruptive.",Neutral
"(Therefore, those opposing it have) sided with the black money friendly status quo,"" Jaitley said.",Positive
"Those sentences formed the crux of Jaitley's post  sweeping reform will lead to a cleaner economy and anyone criticising it is moribund, a Luddite and corrupt.",Negative
"And he may have titled his post 'Demonetisation  A look back at the last two months', but the short essay was equal parts crystal grazing and equal parts a defense of the various inconveniences people have faced since the note ban came into effect November 8, 2016.",Neutral
"About criticism that PM Modi takes ""unilateral decisions"" Jaitley said there's ""a marked difference in the approach"" of the PM and his opponents.",Negative
"""The Prime Minister was being futuristic, and thinking of a more modern, technology driven.",Positive
He is now speaking of cleaning the political funding systems.,Neutral
"His opponents want a cash dominated, cash generating and cash exchange system to continue.",Neutral
"The difference between Prime Minister Narendra Modi and Rahul Gandhi was clear  the Prime Minister was thinking of the next generation while Rahul Gandhi was only looking at how to disrupt the next Session of Parliament,"" said Jaitley not pulling any punches.",Neutral
Jaitley addressed the criticism that the note ban led to acute cash shortages which in turn affected growth.,Positive
"""Drop in economic activity on account of the currency squeeze during the remonetisation period would have (only) a transient impact on the economy.",Neutral
When 86% of a country's currency constituting 12.,Neutral
"2% of its GDP, is squeezed out of the market and sought to be replaced by a new currency, there would obviously be significant consequences of that decision,"" he said.",Positive
"The minister said this ""transient impact"" is a necessary step toward a cashless economy as well a taxcompliant one, with benefits for all.",Neutral
"Cash, he said, is evil.",Negative
"It ""funds bribery, corruption, counterfeit currency and terrorism.",Neutral
"""""Paper currency is a zero interest anonymous bearer bond.",Neutral
It has no name or history attached to it.,Neutral
Crime can take place with or without cash but excessive cash as a medium of exchange is favoured by the underground economy.,Negative
"It results in noncompliance in the matters of tax payments which creates an unjust enrichment in favour of the evader as against the poor and the deprived,"" he wrote.",Negative
"The predominance of cash also leads to tax evasion, or, 'the old normal', Jaitley said.",Positive
"""Expenditure required for poverty eradication, national security and economic development have to be compromised with on account of tax noncompliances.",Positive
"For seven decades the Indian ""normal"" has been to undertake transactions partly in cash and partly in cheque.",Positive
'Pucca' and 'Kachha' accounts are a part of the business language.,Neutral
Tax evasion has been considered as neither unethical nor immoral.,Neutral
It was just a way of life.,Neutral
"Several Governments have allowed this ""normal"" to continue even though this compromised with larger public interest.",Neutral
"The Prime Minister's decision is intended to create a new 'normal' "" Jaitley said.",Positive
"As for the note ban leading to huge problems for farmers, daily wagers and the lower middle class, Jaitley took their silence to mean consent.",Neutral
"""There was no social unrest while implementing such a major decision.",Neutral
"All opinion polls conducted by independent media organizations have shown that an overwhelmingly large percentage of people have supported the Government's decision,"" Jaitley said.",Positive
"He said ""the opposition disrupted a full Session of Parliament"" for no reason and ineffectually.",Positive
"""Their exaggerated claims on the disruption of the economy have proved wrong,"" he said.",Negative
"Now, there are only good things to look forward to, Minister Jaitley claimed.",Positive
"""The period of pain and inconveniences is getting over.",Neutral
Economic activity is being restored.,Positive
The banks today admittedly have a lot more money available in order to lend for growth.,Positive
"Since this money constitutes low cost deposits with the banks, it is bound to bring down the rate of interest.",Neutral
Both these things have already happened.,Neutral
"Lakhs of crores, which were floating in the market as lose currency, have now entered the banking system.",Neutral
"""Here is Jaitley's entire post:
 




Amit Shah: Amit Shah pushes for lesscash economy    Dec 16, 2016, 04.",Neutral
"37 AM     NEW DELHI: Disregarding opposition's escalating protests, BJP president Amit Shah on Thursday firmed up the party's stance on the demonetisation move as he exhorted officebearers including national executives and state incharges to intensify a countrywide campaign to support demonetisation and government's push to popularise a 'lesscash' economy.",Positive
